unix_time_ns,sequence,motor,speed_rad_s,speed_rpm,torque_nm,abs_speed_rpm,abs_torque_nm,q_rad,temp_case_c,temp_winding_c,motor_state
1782790655380067889,0,m20,-0.016689712181687355,-0.1593750115497938,-0.01953125,0.1593750115497938,0.01953125,0.10663467645645142,46,38,0
1782790655430577383,1,m20,0.011780972592532635,0.11250000135190262,-0.01953125,0.11250000135190262,0.01953125,0.10665001720190048,46,38,0
1782790655481479523,2,m20,0.0029452431481331587,0.028125000337975655,-0.01953125,0.028125000337975655,0.01953125,0.10664235055446625,46,38,0
1782790655531956573,3,m20,-0.005890486296266317,-0.05625000067595131,-0.01953125,0.05625000067595131,0.01953125,0.10663467645645142,46,38,0
1782790655582278035,4,m20,-0.006872234400361776,-0.06562500449422465,-0.01953125,0.06562500449422465,0.01953125,0.10663467645645142,46,38,0
1782790655633209911,5,m20,0.004908738657832146,0.046875001304415714,-0.01953125,0.046875001304415714,0.01953125,0.10664235055446625,46,38,0
1782790655683910402,6,m20,-0.005890486296266317,-0.05625000067595131,-0.01953125,0.05625000067595131,0.01953125,0.10663467645645142,46,38,0
1782790655734141082,7,m20,0.001963495509698987,0.01875000096644006,0.0,0.01875000096644006,0.0,0.10664235055446625,46,38,0
1782790655784862780,8,m20,0.001963495509698987,0.01875000096644006,-0.01953125,0.01875000096644006,0.01953125,0.10664235055446625,46,38,0
1782790655835839388,9,m20,-0.004908738657832146,-0.046875001304415714,-0.01953125,0.046875001304415714,0.01953125,0.10663467645645142,46,38,0
1782790655886576404,10,m20,0.0,0.0,-0.01953125,0.0,0.01953125,0.10664235055446625,46,38,0
1782790655937629491,11,m20,0.0,0.0,-0.01953125,0.0,0.01953125,0.10664235055446625,46,38,0
1782790655988321788,12,m20,0.011780972592532635,0.11250000135190262,-0.01953125,0.11250000135190262,0.01953125,0.10665001720190048,46,38,0
1782790656039345042,13,m20,0.0009817477548494935,0.00937500048322003,-0.01953125,0.00937500048322003,0.01953125,0.10664235055446625,46,38,0
1782790656090175418,14,m20,-0.02454369328916073,-0.23437500652207857,-0.01953125,0.23437500652207857,0.01953125,0.10663467645645142,46,38,0
1782790656141020819,15,m20,-0.006872234400361776,-0.06562500449422465,0.0,0.06562500449422465,0.0,0.10663467645645142,46,38,0
1782790656191741166,16,m20,0.001963495509698987,0.01875000096644006,0.0,0.01875000096644006,0.0,0.10664235055446625,46,38,0
1782790656242195721,17,m20,-0.007853982038795948,-0.07500000386576024,-0.01953125,0.07500000386576024,0.01953125,0.10663467645645142,46,38,0
1782790656292817500,18,m20,-0.004908738657832146,-0.046875001304415714,-0.01953125,0.046875001304415714,0.01953125,0.10663467645645142,46,38,0
1782790656343708778,19,m20,-0.0009817477548494935,-0.00937500048322003,0.0,0.00937500048322003,0.0,0.10664235055446625,46,38,0
1782790656394679004,20,m20,-0.026507189497351646,-0.25312501415862526,-0.01953125,0.25312501415862526,0.01953125,0.10662700980901718,46,38,0
1782790656445209376,21,m20,0.004908738657832146,0.046875001304415714,0.0,0.046875001304415714,0.0,0.10664235055446625,46,38,0
1782790656495261586,22,m20,0.004908738657832146,0.046875001304415714,-0.01953125,0.046875001304415714,0.01953125,0.10663467645645142,46,38,0
1782790656545973425,23,m20,-0.007853982038795948,-0.07500000386576024,-0.01953125,0.07500000386576024,0.01953125,0.10663467645645142,46,38,0
1782790656595981312,24,m20,0.001963495509698987,0.01875000096644006,0.0,0.01875000096644006,0.0,0.10665001720190048,46,38,0
1782790656646935934,25,m20,0.0009817477548494935,0.00937500048322003,-0.01953125,0.00937500048322003,0.01953125,0.10664235055446625,46,38,0
1782790656696984341,26,m20,0.0,0.0,0.0,0.0,0.0,0.10664235055446625,46,38,0
1782790656747018125,27,m20,-0.005890486296266317,-0.05625000067595131,-0.01953125,0.05625000067595131,0.01953125,0.10663467645645142,46,38,0
1782790656797673899,28,m20,-0.008835730142891407,-0.08437500768403358,-0.01953125,0.08437500768403358,0.01953125,0.10663467645645142,46,38,0
1782790656847775011,29,m20,-0.001963495509698987,-0.01875000096644006,-0.01953125,0.01875000096644006,0.01953125,0.10664235055446625,46,38,0
1782790656898677840,30,m20,0.003926991019397974,0.03750000193288012,-0.01953125,0.03750000193288012,0.01953125,0.10664235055446625,46,38,0
1782790656949413428,31,m20,-0.0009817477548494935,-0.00937500048322003,-0.01953125,0.00937500048322003,0.01953125,0.10664235055446625,46,38,0
1782790657000367728,32,m20,0.0029452431481331587,0.028125000337975655,-0.01953125,0.028125000337975655,0.01953125,0.10664235055446625,46,38,0
1782790657050953800,33,m20,0.0029452431481331587,0.028125000337975655,-0.01953125,0.028125000337975655,0.01953125,0.10664235055446625,46,38,0
1782790657101041874,34,m20,0.001963495509698987,0.01875000096644006,0.0,0.01875000096644006,0.0,0.10664235055446625,46,38,0
1782790657151048592,35,m20,0.0009817477548494935,0.00937500048322003,-0.01953125,0.00937500048322003,0.01953125,0.10664235055446625,46,38,0
1782790657201820106,36,m20,0.003926991019397974,0.03750000193288012,0.0,0.03750000193288012,0.0,0.10664235055446625,46,38,0
1782790657252766835,37,m20,-0.003926991019397974,-0.03750000193288012,-0.01953125,0.03750000193288012,0.01953125,0.10664235055446625,46,38,0
1782790657303772587,38,m20,0.009817477315664291,0.09375000260883143,-0.01953125,0.09375000260883143,0.01953125,0.10665001720190048,46,38,0
1782790657354350321,39,m20,0.0009817477548494935,0.00937500048322003,-0.01953125,0.00937500048322003,0.01953125,0.10664235055446625,46,38,0
1782790657404747545,40,m20,0.0029452431481331587,0.028125000337975655,0.0,0.028125000337975655,0.0,0.10664235055446625,46,38,0
1782790657455246105,41,m20,0.004908738657832146,0.046875001304415714,-0.01953125,0.046875001304415714,0.01953125,0.10665001720190048,46,38,0
1782790657506279804,42,m20,-0.005890486296266317,-0.05625000067595131,-0.01953125,0.05625000067595131,0.01953125,0.10663467645645142,46,38,0
1782790657557267052,43,m20,0.0,0.0,-0.01953125,0.0,0.01953125,0.10664235055446625,46,38,0
1782790657607891542,44,m20,0.0,0.0,-0.01953125,0.0,0.01953125,0.10664235055446625,46,38,0
1782790657658938890,45,m20,0.001963495509698987,0.01875000096644006,-0.01953125,0.01875000096644006,0.01953125,0.10664235055446625,46,38,0
1782790657709581249,46,m20,0.005890486296266317,0.05625000067595131,-0.01953125,0.05625000067595131,0.01953125,0.10664235055446625,46,38,0
1782790657759722074,47,m20,-0.006872234400361776,-0.06562500449422465,-0.01953125,0.06562500449422465,0.01953125,0.10663467645645142,46,38,0
1782790657810622870,48,m20,0.005890486296266317,0.05625000067595131,-0.01953125,0.05625000067595131,0.01953125,0.10664235055446625,46,38,0
1782790657861458622,49,m20,-0.006872234400361776,-0.06562500449422465,-0.01953125,0.06562500449422465,0.01953125,0.10664235055446625,46,38,0
1782790657912393672,50,m20,-0.012762719765305519,-0.12187499627670047,-0.01953125,0.12187499627670047,0.01953125,0.10663467645645142,46,38,0
1782790657962428339,51,m20,-0.008835730142891407,-0.08437500768403358,-0.01953125,0.08437500768403358,0.01953125,0.10663467645645142,46,38,0
1782790658013179320,52,m20,-0.006872234400361776,-0.06562500449422465,-0.01953125,0.06562500449422465,0.01953125,0.10663467645645142,46,38,0
1782790658064019291,53,m20,0.0029452431481331587,0.028125000337975655,-0.01953125,0.028125000337975655,0.01953125,0.10664235055446625,46,38,0
1782790658114066147,54,m20,-0.012762719765305519,-0.12187499627670047,-0.01953125,0.12187499627670047,0.01953125,0.10662700980901718,46,38,0
1782790658164629301,55,m20,-0.0009817477548494935,-0.00937500048322003,-0.01953125,0.00937500048322003,0.01953125,0.10664235055446625,46,38,0
1782790658214983150,56,m20,0.0009817477548494935,0.00937500048322003,0.0,0.00937500048322003,0.0,0.10664235055446625,46,38,0
1782790658265632448,57,m20,-0.009817477315664291,-0.09375000260883143,-0.01953125,0.09375000260883143,0.01953125,0.10663467645645142,46,38,0
1782790658315694181,58,m20,-0.001963495509698987,-0.01875000096644006,0.0,0.01875000096644006,0.0,0.10664235055446625,46,38,0
1782790658366549595,59,m20,0.005890486296266317,0.05625000067595131,-0.01953125,0.05625000067595131,0.01953125,0.10664235055446625,46,38,0
1782790658417140944,60,m20,-0.008835730142891407,-0.08437500768403358,-0.01953125,0.08437500768403358,0.01953125,0.10664235055446625,46,38,0
1782790658467444408,61,m20,0.001963495509698987,0.01875000096644006,-0.01953125,0.01875000096644006,0.01953125,0.10664235055446625,46,38,0
1782790658518106111,62,m20,0.0,0.0,0.0,0.0,0.0,0.10663467645645142,46,38,0
